"행정구역","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~9세","2017년_남_10~19세","2017년_남_20~29세","2017년_남_30~39세","2017년_남_40~49세","2017년_남_50~59세","2017년_남_60~69세","2017년_남_70~79세","2017년_남_80~89세","2017년_남_90~99세","2017년_남_100세 이상","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~9세","2017년_여_10~19세","2017년_여_20~29세","2017년_여_30~39세","2017년_여_40~49세","2017년_여_50~59세","2017년_여_60~69세","2017년_여_70~79세","2017년_여_80~89세","2017년_여_90~99세","2017년_여_100세 이상"
"서울특별시 도봉구 (1132000000)","344,166","344,166","23,545","31,653","47,011","46,898","55,985","59,969","43,254","25,211","9,208","1,291","141","168,759","168,759","12,146","16,249","24,163","23,994","27,426","28,594","20,984","11,486","3,335","355","27","175,407","175,407","11,399","15,404","22,848","22,904","28,559","31,375","22,270","13,725","5,873","936","114"
"서울특별시 노원구 (1135000000)","554,403","554,403","41,235","63,992","76,738","74,678","98,387","89,761","59,742","34,145","13,563","1,924","238","269,508","269,508","21,146","33,293","39,837","37,087","47,016","43,494","28,155","14,490","4,481","441","68","284,895","284,895","20,089","30,699","36,901","37,591","51,371","46,267","31,587","19,655","9,082","1,483","170"
"서울특별시 은평구 (1138000000)","486,794","486,794","35,436","44,918","65,207","73,213","83,208","77,630","56,931","35,892","12,309","1,681","369","236,353","236,353","18,214","23,116","32,378","36,600","41,346","37,203","26,278","16,008","4,728","428","54","250,441","250,441","17,222","21,802","32,829","36,613","41,862","40,427","30,653","19,884","7,581","1,253","315"
"서울특별시 서대문구 (1141000000)","312,800","312,800","21,803","26,874","48,152","46,246","51,377","49,467","34,562","23,815","8,995","1,283","226","151,144","151,144","11,103","13,648","23,817","23,039","25,393","24,089","15,995","10,321","3,357","326","56","161,656","161,656","10,700","13,226","24,335","23,207","25,984","25,378","18,567","13,494","5,638","957","170"
"서울특별시 마포구 (1144000000)","374,915","374,915","29,057","31,659","58,115","67,697","64,994","53,207","35,926","23,594","9,106","1,284","276","178,939","178,939","14,817","16,046","27,113","32,575","32,038","26,001","16,342","10,184","3,405","356","62","195,976","195,976","14,240","15,613","31,002","35,122","32,956","27,206","19,584","13,410","5,701","928","214"
"서울특별시 양천구 (1147000000)","471,154","471,154","36,786","57,338","63,191","64,917","85,812","78,411","49,755","24,316","9,124","1,354","150","232,518","232,518","18,904","30,095","32,513","31,962","41,093","39,055","24,320","11,262","2,960","318","36","238,636","238,636","17,882","27,243","30,678","32,955","44,719","39,356","25,435","13,054","6,164","1,036","114"
"서울특별시 강서구 (1150000000)","601,691","601,691","49,225","51,725","87,795","108,193","96,605","92,194","67,811","33,797","12,232","1,919","195","292,989","292,989","25,092","26,490","42,216","55,010","48,443","43,684","31,849","15,677","4,019","462","47","308,702","308,702","24,133","25,235","45,579","53,183","48,162","48,510","35,962","18,120","8,213","1,457","148"
"서울특별시 구로구 (1153000000)","410,742","410,742","34,069","33,912","55,574","68,579","67,127","64,587","49,650","27,395","8,577","1,122","150","204,003","204,003","17,255","17,599","27,616","34,913","34,483","31,780","23,760","13,097","3,227","240","33","206,739","206,739","16,814","16,313","27,958","33,666","32,644","32,807","25,890","14,298","5,350","882","117"
"서울특별시 금천구 (1154500000)","235,154","235,154","15,450","18,265","34,793","36,582","37,358","42,106","28,856","16,031","4,925","648","140","119,497","119,497","7,940","9,344","18,039","19,929","19,442","21,213","14,129","7,469","1,798","148","46","115,657","115,657","7,510","8,921","16,754","16,653","17,916","20,893","14,727","8,562","3,127","500","94"
"서울특별시 영등포구 (1156000000)","368,550","368,550","27,376","27,633","54,346","65,512","58,709","57,455","42,263","24,756","9,005","1,261","234","183,975","183,975","14,025","14,595","26,503","33,681","30,292","28,998","20,510","11,483","3,486","348","54","184,575","184,575","13,351","13,038","27,843","31,831","28,417","28,457","21,753","13,273","5,519","913","180"
"서울특별시 동작구 (1159000000)","396,217","396,217","29,241","31,747","63,775","67,124","62,677","59,161","44,401","27,039","9,432","1,376","244","193,255","193,255","15,029","16,365","31,808","33,742","31,402","28,079","20,517","12,388","3,523","340","62","202,962","202,962","14,212","15,382","31,967","33,382","31,275","31,082","23,884","14,651","5,909","1,036","182"
"서울특별시 관악구 (1162000000)","503,297","503,297","29,533","34,365","99,790","92,554","75,338","70,941","55,604","33,696","9,854","1,349","273","253,661","253,661","15,094","17,724","50,143","50,344","40,031","34,726","25,702","15,747","3,771","324","55","249,636","249,636","14,439","16,641","49,647","42,210","35,307","36,215","29,902","17,949","6,083","1,025","218"
"서울특별시 서초구 (1165000000)","441,102","441,102","39,403","47,997","58,467","71,530","81,817","62,623","44,999","24,314","8,225","1,546","181","211,236","211,236","20,186","24,519","28,299","32,732","39,028","30,343","20,756","11,723","3,207","397","46","229,866","229,866","19,217","23,478","30,168","38,798","42,789","32,280","24,243","12,591","5,018","1,149","135"
"서울특별시 강남구 (1168000000)","556,164","556,164","41,417","62,953","79,392","91,645","102,093","80,983","56,426","29,235","9,861","1,925","234","266,442","266,442","21,327","33,139","38,247","41,984","47,774","39,686","26,036","14,136","3,608","456","49","289,722","289,722","20,090","29,814","41,145","49,661","54,319","41,297","30,390","15,099","6,253","1,469","185"
"서울특별시 송파구 (1171000000)","664,496","664,496","55,365","65,479","94,047","114,303","112,352","103,096","72,500","33,408","11,688","2,032","226","323,147","323,147","28,568","33,653","46,144","54,913","54,419","49,688","35,005","16,160","4,087","458","52","341,349","341,349","26,797","31,826","47,903","59,390","57,933","53,408","37,495","17,248","7,601","1,574","174"
"서울특별시 강동구 (1174000000)","436,223","436,223","33,868","41,265","59,853","69,687","71,523","72,801","52,428","24,627","8,536","1,429","206","216,777","216,777","17,531","21,756","30,797","35,173","35,765","35,382","25,366","11,871","2,782","302","52","219,446","219,446","16,337","19,509","29,056","34,514","35,758","37,419","27,062","12,756","5,754","1,127","154"
