"행정구역","2013년_계_총인구수","2013년_계_연령구간인구수","2013년_계_0~9세","2013년_계_10~19세","2013년_계_20~29세","2013년_계_30~39세","2013년_계_40~49세","2013년_계_50~59세","2013년_계_60~69세","2013년_계_70~79세","2013년_계_80~89세","2013년_계_90~99세","2013년_계_100세 이상","2013년_남_총인구수","2013년_남_연령구간인구수","2013년_남_0~9세","2013년_남_10~19세","2013년_남_20~29세","2013년_남_30~39세","2013년_남_40~49세","2013년_남_50~59세","2013년_남_60~69세","2013년_남_70~79세","2013년_남_80~89세","2013년_남_90~99세","2013년_남_100세 이상","2013년_여_총인구수","2013년_여_연령구간인구수","2013년_여_0~9세","2013년_여_10~19세","2013년_여_20~29세","2013년_여_30~39세","2013년_여_40~49세","2013년_여_50~59세","2013년_여_60~69세","2013년_여_70~79세","2013년_여_80~89세","2013년_여_90~99세","2013년_여_100세 이상"
"서울특별시 도봉구 (1132000000)","358,582","358,582","27,287","40,836","49,220","53,970","61,923","61,830","34,348","21,524","6,593","947","104","177,153","177,153","14,190","21,234","25,288","27,363","30,242","29,823","16,842","9,672","2,224","260","15","181,429","181,429","13,097","19,602","23,932","26,607","31,681","32,007","17,506","11,852","4,369","687","89"
"서울특별시 노원구 (1135000000)","590,479","590,479","48,657","79,966","78,635","90,289","108,930","92,799","48,393","30,613","10,444","1,573","180","288,435","288,435","24,918","41,924","40,372","44,539","52,476","45,124","22,722","12,641","3,250","411","58","302,044","302,044","23,739","38,042","38,263","45,750","56,454","47,675","25,671","17,972","7,194","1,162","122"
"서울특별시 은평구 (1138000000)","503,660","503,660","41,968","54,614","65,320","85,781","86,489","78,753","49,218","31,198","8,661","1,342","316","246,858","246,858","21,618","28,132","32,487","43,186","43,261","37,770","22,910","14,141","2,953","357","43","256,802","256,802","20,350","26,482","32,833","42,595","43,228","40,983","26,308","17,057","5,708","985","273"
"서울특별시 서대문구 (1141000000)","314,110","314,110","23,045","32,519","46,187","50,841","53,552","48,373","30,370","21,801","6,228","1,027","167","153,315","153,315","11,881","16,760","23,006","25,725","26,724","23,351","13,819","9,597","2,132","281","39","160,795","160,795","11,164","15,759","23,181","25,116","26,828","25,022","16,551","12,204","4,096","746","128"
"서울특별시 마포구 (1144000000)","381,856","381,856","31,955","37,305","56,744","73,576","65,775","53,550","32,859","22,177","6,647","1,076","192","184,774","184,774","16,433","19,099","27,008","36,032","33,263","25,795","14,666","9,791","2,344","301","42","197,082","197,082","15,522","18,206","29,736","37,544","32,512","27,755","18,193","12,386","4,303","775","150"
"서울특별시 양천구 (1147000000)","492,528","492,528","39,883","70,595","65,747","72,859","94,519","79,895","39,932","20,758","7,129","1,102","109","244,742","244,742","20,683","37,509","33,476","35,930","45,599","40,039","20,096","9,022","2,098","267","23","247,786","247,786","19,200","33,086","32,271","36,929","48,920","39,856","19,836","11,736","5,031","835","86"
"서울특별시 강서구 (1150000000)","569,070","569,070","48,470","60,515","81,305","104,990","92,943","91,751","51,775","26,537","9,226","1,391","167","279,207","279,207","24,676","31,318","40,273","53,361","46,031","43,559","25,326","11,523","2,758","331","51","289,863","289,863","23,794","29,197","41,032","51,629","46,912","48,192","26,449","15,014","6,468","1,060","116"
"서울특별시 구로구 (1153000000)","424,964","424,964","39,045","41,034","57,463","81,055","68,804","66,565","41,938","22,139","5,951","853","117","213,251","213,251","19,983","21,424","28,881","41,783","35,764","32,224","20,692","10,351","1,923","196","30","211,713","211,713","19,062","19,610","28,582","39,272","33,040","34,341","21,246","11,788","4,028","657","87"
"서울특별시 금천구 (1154500000)","241,020","241,020","17,181","24,026","34,819","40,415","41,957","41,282","23,875","13,252","3,547","563","103","123,462","123,462","8,770","12,481","18,424","22,006","21,727","20,833","11,766","6,153","1,109","162","31","117,558","117,558","8,411","11,545","16,395","18,409","20,230","20,449","12,109","7,099","2,438","401","72"
"서울특별시 영등포구 (1156000000)","386,471","386,471","31,283","35,457","54,848","71,465","64,051","61,130","37,928","22,586","6,448","1,047","228","193,880","193,880","16,075","18,566","27,163","36,831","33,439","30,343","18,520","10,388","2,187","303","65","192,591","192,591","15,208","16,891","27,685","34,634","30,612","30,787","19,408","12,198","4,261","744","163"
"서울특별시 동작구 (1159000000)","410,815","410,815","32,831","38,830","64,517","77,260","64,597","61,524","39,447","23,581","6,868","1,181","179","202,144","202,144","16,979","20,151","32,049","39,570","32,642","28,866","18,295","10,931","2,309","305","47","208,671","208,671","15,852","18,679","32,468","37,690","31,955","32,658","21,152","12,650","4,559","876","132"
"서울특별시 관악구 (1162000000)","518,028","518,028","35,640","43,450","93,391","105,745","79,451","73,804","50,079","28,126","7,011","1,121","210","262,248","262,248","18,194","22,652","46,975","57,906","42,068","34,936","23,477","13,440","2,307","245","48","255,780","255,780","17,446","20,798","46,416","47,839","37,383","38,868","26,602","14,686","4,704","876","162"
"서울특별시 서초구 (1165000000)","441,763","441,763","40,883","52,852","60,230","78,923","79,258","63,385","39,098","19,300","6,402","1,284","148","213,285","213,285","20,951","27,316","28,841","36,973","38,532","30,213","18,535","9,443","2,100","341","40","228,478","228,478","19,932","25,536","31,389","41,950","40,726","33,172","20,563","9,857","4,302","943","108"
"서울특별시 강남구 (1168000000)","563,599","563,599","41,991","71,562","83,845","100,617","101,823","83,445","48,055","22,639","7,887","1,559","176","270,601","270,601","21,628","38,157","39,791","46,704","47,770","40,164","22,833","10,836","2,311","364","43","292,998","292,998","20,363","33,405","44,054","53,913","54,053","43,281","25,222","11,803","5,576","1,195","133"
"서울특별시 송파구 (1171000000)","668,415","668,415","58,031","78,841","96,202","119,074","115,954","105,258","57,426","26,912","8,986","1,573","158","326,919","326,919","29,936","40,647","47,265","57,697","56,657","50,473","28,744","12,445","2,638","370","47","341,496","341,496","28,095","38,194","48,937","61,377","59,297","54,785","28,682","14,467","6,348","1,203","111"
"서울특별시 강동구 (1174000000)","483,379","483,379","39,982","54,543","68,910","82,741","81,069","82,822","44,146","20,651","7,116","1,245","154","241,503","241,503","20,709","29,106","35,595","42,077","40,146","39,948","22,226","9,387","1,973","289","47","241,876","241,876","19,273","25,437","33,315","40,664","40,923","42,874","21,920","11,264","5,143","956","107"
