"행정구역","2010년_계_총인구수","2010년_계_연령구간인구수","2010년_계_0~9세","2010년_계_10~19세","2010년_계_20~29세","2010년_계_30~39세","2010년_계_40~49세","2010년_계_50~59세","2010년_계_60~69세","2010년_계_70~79세","2010년_계_80~89세","2010년_계_90~99세","2010년_계_100세 이상","2010년_남_총인구수","2010년_남_연령구간인구수","2010년_남_0~9세","2010년_남_10~19세","2010년_남_20~29세","2010년_남_30~39세","2010년_남_40~49세","2010년_남_50~59세","2010년_남_60~69세","2010년_남_70~79세","2010년_남_80~89세","2010년_남_90~99세","2010년_남_100세 이상","2010년_여_총인구수","2010년_여_연령구간인구수","2010년_여_0~9세","2010년_여_10~19세","2010년_여_20~29세","2010년_여_30~39세","2010년_여_40~49세","2010년_여_50~59세","2010년_여_60~69세","2010년_여_70~79세","2010년_여_80~89세","2010년_여_90~99세","2010년_여_100세 이상"
"서울특별시 도봉구 (1132000000)","368,298","368,298","30,075","47,775","53,758","58,850","64,504","57,385","32,253","17,522","5,401","696","79","182,407","182,407","15,501","25,017","27,373","29,574","31,478","28,092","15,809","7,604","1,764","180","15","185,891","185,891","14,574","22,758","26,385","29,276","33,026","29,293","16,444","9,918","3,637","516","64"
"서울특별시 노원구 (1135000000)","611,230","611,230","54,985","90,781","83,633","100,629","112,492","86,319","45,839","26,101","9,101","1,185","165","299,384","299,384","28,304","47,998","42,170","49,440","54,704","42,095","21,248","10,283","2,752","322","68","311,846","311,846","26,681","42,783","41,463","51,189","57,788","44,224","24,591","15,818","6,349","863","97"
"서울특별시 은평구 (1138000000)","488,109","488,109","42,060","59,300","67,373","87,315","82,083","70,859","46,540","24,287","6,987","1,013","292","240,536","240,536","21,664","30,665","33,691","44,341","40,953","33,857","21,937","10,865","2,262","261","40","247,573","247,573","20,396","28,635","33,682","42,974","41,130","37,002","24,603","13,422","4,725","752","252"
"서울특별시 서대문구 (1141000000)","324,541","324,541","25,720","37,331","49,573","56,499","54,377","45,360","31,031","18,363","5,362","783","142","158,857","158,857","13,242","19,349","24,600","28,672","27,244","21,705","14,060","7,973","1,729","246","37","165,684","165,684","12,478","17,982","24,973","27,827","27,133","23,655","16,971","10,390","3,633","537","105"
"서울특별시 마포구 (1144000000)","391,865","391,865","35,129","41,301","61,153","81,187","63,297","50,533","33,758","18,870","5,579","886","172","191,034","191,034","18,131","21,282","28,922","40,776","32,269","23,992","15,373","8,144","1,878","223","44","200,831","200,831","16,998","20,019","32,231","40,411","31,028","26,541","18,385","10,726","3,701","663","128"
"서울특별시 양천구 (1147000000)","500,001","500,001","42,631","79,800","69,414","77,552","98,014","72,887","35,351","17,290","6,168","811","83","249,024","249,024","21,987","42,509","35,115","37,905","48,092","36,606","17,950","6,878","1,760","205","17","250,977","250,977","20,644","37,291","34,299","39,647","49,922","36,281","17,401","10,412","4,408","606","66"
"서울특별시 강서구 (1150000000)","574,127","574,127","52,060","69,749","87,272","107,306","94,896","85,620","45,997","22,161","7,880","1,063","123","283,248","283,248","26,868","36,288","43,626","54,478","46,877","40,821","22,773","9,015","2,173","293","36","290,879","290,879","25,192","33,461","43,646","52,828","48,019","44,799","23,224","13,146","5,707","770","87"
"서울특별시 구로구 (1153000000)","423,736","423,736","39,663","46,071","62,657","83,631","67,846","62,829","38,408","17,016","4,851","668","96","214,032","214,032","20,555","24,103","31,727","43,780","35,041","30,306","19,284","7,638","1,419","160","19","209,704","209,704","19,108","21,968","30,930","39,851","32,805","32,523","19,124","9,378","3,432","508","77"
"서울특별시 금천구 (1154500000)","245,195","245,195","18,960","28,880","36,978","42,742","44,000","37,392","22,465","10,371","2,864","455","88","125,528","125,528","9,658","15,151","19,492","22,870","22,850","18,816","11,111","4,635","800","117","28","119,667","119,667","9,302","13,729","17,486","19,872","21,150","18,576","11,354","5,736","2,064","338","60"
"서울특별시 영등포구 (1156000000)","406,833","406,833","35,476","42,719","59,467","79,121","66,908","59,933","37,620","18,979","5,530","889","191","205,106","205,106","18,379","22,435","29,831","41,176","34,993","29,343","18,362","8,518","1,767","247","55","201,727","201,727","17,097","20,284","29,636","37,945","31,915","30,590","19,258","10,461","3,763","642","136"
"서울특별시 동작구 (1159000000)","402,709","402,709","33,581","42,929","66,658","77,862","62,022","56,323","37,870","18,771","5,653","911","129","198,587","198,587","17,338","22,361","33,119","40,070","31,188","26,118","17,944","8,408","1,774","229","38","204,122","204,122","16,243","20,568","33,539","37,792","30,834","30,205","19,926","10,363","3,879","682","91"
"서울특별시 관악구 (1162000000)","531,434","531,434","39,857","50,424","102,946","111,254","78,098","71,127","49,101","21,681","5,844","897","205","269,783","269,783","20,408","26,390","51,991","61,449","40,562","33,294","23,677","10,063","1,710","194","45","261,651","261,651","19,449","24,034","50,955","49,805","37,536","37,833","25,424","11,618","4,134","703","160"
"서울특별시 서초구 (1165000000)","434,720","434,720","37,596","56,603","66,338","79,511","74,565","61,836","36,305","15,154","5,694","1,007","111","210,652","210,652","19,255","29,640","31,458","37,903","36,207","29,116","17,968","7,116","1,695","260","34","224,068","224,068","18,341","26,963","34,880","41,608","38,358","32,720","18,337","8,038","3,999","747","77"
"서울특별시 강남구 (1168000000)","570,095","570,095","41,647","80,473","93,335","102,444","101,085","80,780","43,826","17,905","7,211","1,255","134","274,303","274,303","21,529","43,343","42,900","48,581","47,652","38,338","21,708","7,954","1,963","299","36","295,792","295,792","20,118","37,130","50,435","53,863","53,433","42,442","22,118","9,951","5,248","956","98"
"서울특별시 송파구 (1171000000)","685,279","685,279","60,573","89,770","107,864","123,463","117,941","101,855","51,756","22,591","8,094","1,243","129","336,359","336,359","31,377","46,508","52,603","60,386","57,852","49,079","26,336","9,606","2,283","290","39","348,920","348,920","29,196","43,262","55,261","63,077","60,089","52,776","25,420","12,985","5,811","953","90"
"서울특별시 강동구 (1174000000)","491,871","491,871","41,604","62,981","76,774","85,760","84,531","77,759","38,521","16,531","6,360","926","124","246,492","246,492","21,631","33,767","39,558","43,842","41,439","37,821","19,714","6,783","1,681","215","41","245,379","245,379","19,973","29,214","37,216","41,918","43,092","39,938","18,807","9,748","4,679","711","83"
