"행정구역","2014년_계_총인구수","2014년_계_연령구간인구수","2014년_계_0~9세","2014년_계_10~19세","2014년_계_20~29세","2014년_계_30~39세","2014년_계_40~49세","2014년_계_50~59세","2014년_계_60~69세","2014년_계_70~79세","2014년_계_80~89세","2014년_계_90~99세","2014년_계_100세 이상","2014년_남_총인구수","2014년_남_연령구간인구수","2014년_남_0~9세","2014년_남_10~19세","2014년_남_20~29세","2014년_남_30~39세","2014년_남_40~49세","2014년_남_50~59세","2014년_남_60~69세","2014년_남_70~79세","2014년_남_80~89세","2014년_남_90~99세","2014년_남_100세 이상","2014년_여_총인구수","2014년_여_연령구간인구수","2014년_여_0~9세","2014년_여_10~19세","2014년_여_20~29세","2014년_여_30~39세","2014년_여_40~49세","2014년_여_50~59세","2014년_여_60~69세","2014년_여_70~79세","2014년_여_80~89세","2014년_여_90~99세","2014년_여_100세 이상"
"서울특별시 도봉구 (1132000000)","353,709","353,709","26,166","38,431","48,464","51,673","60,454","61,869","36,092","22,303","7,125","1,012","120","174,554","174,554","13,583","19,942","24,911","26,233","29,555","29,759","17,707","10,139","2,427","278","20","179,155","179,155","12,583","18,489","23,553","25,440","30,899","32,110","18,385","12,164","4,698","734","100"
"서울특별시 노원구 (1135000000)","582,552","582,552","46,684","76,023","78,269","85,843","107,185","93,246","50,839","31,428","11,170","1,661","204","284,225","284,225","23,900","39,774","40,249","42,398","51,483","45,258","24,037","13,128","3,501","432","65","298,327","298,327","22,784","36,249","38,020","43,445","55,702","47,988","26,802","18,300","7,669","1,229","139"
"서울특별시 은평구 (1138000000)","498,644","498,644","40,171","52,005","65,053","81,982","86,118","79,000","50,917","32,301","9,350","1,416","331","243,977","243,977","20,744","26,724","32,441","41,140","43,011","37,898","23,636","14,662","3,287","386","48","254,667","254,667","19,427","25,281","32,612","40,842","43,107","41,102","27,281","17,639","6,063","1,030","283"
"서울특별시 서대문구 (1141000000)","310,376","310,376","22,006","30,563","46,545","48,201","52,810","48,830","31,012","22,412","6,729","1,085","183","151,338","151,338","11,309","15,666","23,283","24,290","26,482","23,637","14,149","9,853","2,333","295","41","159,038","159,038","10,697","14,897","23,262","23,911","26,328","25,193","16,863","12,559","4,396","790","142"
"서울특별시 마포구 (1144000000)","385,439","385,439","31,621","36,225","57,915","73,171","66,725","54,682","33,579","22,859","7,316","1,128","218","186,177","186,177","16,240","18,424","27,547","35,746","33,641","26,439","15,094","10,062","2,616","322","46","199,262","199,262","15,381","17,801","30,368","37,425","33,084","28,243","18,485","12,797","4,700","806","172"
"서울특별시 양천구 (1147000000)","486,221","486,221","38,765","66,656","65,285","70,290","92,141","80,596","42,141","21,565","7,504","1,154","124","241,020","241,020","19,937","35,372","33,301","34,600","44,240","40,369","21,090","9,549","2,257","280","25","245,201","245,201","18,828","31,284","31,984","35,690","47,901","40,227","21,051","12,016","5,247","874","99"
"서울특별시 강서구 (1150000000)","585,160","585,160","50,372","59,005","83,207","107,111","95,339","94,041","56,160","28,210","9,999","1,532","184","286,644","286,644","25,630","30,455","41,059","54,358","47,411","44,537","27,182","12,550","3,018","389","55","298,516","298,516","24,742","28,550","42,148","52,753","47,928","49,504","28,978","15,660","6,981","1,143","129"
"서울특별시 구로구 (1153000000)","425,831","425,831","38,589","39,315","57,359","78,938","69,538","66,991","43,941","23,492","6,630","909","129","213,213","213,213","19,795","20,432","28,671","40,603","36,122","32,521","21,583","11,073","2,177","203","33","212,618","212,618","18,794","18,883","28,688","38,335","33,416","34,470","22,358","12,419","4,453","706","96"
"서울특별시 금천구 (1154500000)","238,463","238,463","16,582","22,375","34,764","38,992","40,821","41,651","24,984","13,786","3,822","573","113","121,878","121,878","8,452","11,617","18,326","21,155","21,122","21,063","12,280","6,416","1,253","158","36","116,585","116,585","8,130","10,758","16,438","17,837","19,699","20,588","12,704","7,370","2,569","415","77"
"서울특별시 영등포구 (1156000000)","382,352","382,352","29,958","33,377","55,011","69,305","62,917","61,097","39,067","23,224","7,031","1,122","243","191,464","191,464","15,357","17,436","27,047","35,685","32,835","30,502","19,043","10,685","2,464","337","73","190,888","190,888","14,601","15,941","27,964","33,620","30,082","30,595","20,024","12,539","4,567","785","170"
"서울특별시 동작구 (1159000000)","407,470","407,470","32,025","36,782","64,319","74,178","64,452","61,709","40,656","24,395","7,529","1,216","209","200,328","200,328","16,569","19,020","32,213","37,707","32,702","29,026","18,741","11,330","2,645","313","62","207,142","207,142","15,456","17,762","32,106","36,471","31,750","32,683","21,915","13,065","4,884","903","147"
"서울특별시 관악구 (1162000000)","513,186","513,186","34,323","41,005","93,909","101,385","79,214","73,370","51,337","29,761","7,529","1,130","223","259,631","259,631","17,581","21,179","47,418","55,307","42,068","35,076","23,869","14,238","2,598","244","53","253,555","253,555","16,742","19,826","46,491","46,078","37,146","38,294","27,468","15,523","4,931","886","170"
"서울특별시 서초구 (1165000000)","449,678","449,678","42,392","52,363","60,343","78,666","81,492","64,620","40,861","20,518","6,902","1,368","153","216,740","216,740","21,796","26,864","29,011","36,553","39,591","30,850","19,277","10,058","2,341","359","40","232,938","232,938","20,596","25,499","31,332","42,113","41,901","33,770","21,584","10,460","4,561","1,009","113"
"서울특별시 강남구 (1168000000)","578,114","578,114","43,865","70,862","85,202","102,316","104,260","85,908","51,008","24,471","8,395","1,634","193","277,267","277,267","22,612","37,494","40,706","47,272","48,950","41,405","23,970","11,823","2,607","384","44","300,847","300,847","21,253","33,368","44,496","55,044","55,310","44,503","27,038","12,648","5,788","1,250","149"
"서울특별시 송파구 (1171000000)","664,738","664,738","57,462","75,132","94,820","116,567","115,438","105,227","60,657","28,165","9,471","1,624","175","324,902","324,902","29,512","38,672","46,769","56,263","56,428","50,479","30,170","13,253","2,908","397","51","339,836","339,836","27,950","36,460","48,051","60,304","59,010","54,748","30,487","14,912","6,563","1,227","124"
"서울특별시 강동구 (1174000000)","476,597","476,597","38,938","51,268","67,455","80,050","79,393","82,207","46,819","21,595","7,448","1,259","165","237,816","237,816","20,221","27,217","34,863","40,670","39,538","39,423","23,381","10,079","2,086","283","55","238,781","238,781","18,717","24,051","32,592","39,380","39,855","42,784","23,438","11,516","5,362","976","110"
