"행정구역","2012년_계_총인구수","2012년_계_연령구간인구수","2012년_계_0~9세","2012년_계_10~19세","2012년_계_20~29세","2012년_계_30~39세","2012년_계_40~49세","2012년_계_50~59세","2012년_계_60~69세","2012년_계_70~79세","2012년_계_80~89세","2012년_계_90~99세","2012년_계_100세 이상","2012년_남_총인구수","2012년_남_연령구간인구수","2012년_남_0~9세","2012년_남_10~19세","2012년_남_20~29세","2012년_남_30~39세","2012년_남_40~49세","2012년_남_50~59세","2012년_남_60~69세","2012년_남_70~79세","2012년_남_80~89세","2012년_남_90~99세","2012년_남_100세 이상","2012년_여_총인구수","2012년_여_연령구간인구수","2012년_여_0~9세","2012년_여_10~19세","2012년_여_20~29세","2012년_여_30~39세","2012년_여_40~49세","2012년_여_50~59세","2012년_여_60~69세","2012년_여_70~79세","2012년_여_80~89세","2012년_여_90~99세","2012년_여_100세 이상"
"서울특별시 노원구 (1135000000)","597,189","597,189","50,743","83,731","79,786","93,732","109,695","91,653","46,939","29,468","9,850","1,421","171","292,081","292,081","26,011","44,062","40,659","46,223","52,971","44,673","21,998","12,071","3,000","355","58","305,108","305,108","24,732","39,669","39,127","47,509","56,724","46,980","24,941","17,397","6,850","1,066","113"
"서울특별시 은평구 (1138000000)","501,480","501,480","42,799","56,470","65,794","87,524","85,092","76,916","47,903","29,491","8,038","1,162","291","246,318","246,318","22,046","29,151","32,763","44,148","42,665","36,745","22,276","13,504","2,700","287","33","255,162","255,162","20,753","27,319","33,031","43,376","42,427","40,171","25,627","15,987","5,338","875","258"
"서울특별시 서대문구 (1141000000)","315,113","315,113","23,527","34,079","46,653","52,215","53,509","47,535","29,822","20,831","5,890","899","153","154,017","154,017","12,098","17,550","23,206","26,408","26,883","22,944","13,486","9,197","1,952","259","34","161,096","161,096","11,429","16,529","23,447","25,807","26,626","24,591","16,336","11,634","3,938","640","119"
"서울특별시 마포구 (1144000000)","384,644","384,644","33,104","38,692","57,345","76,018","64,803","52,998","32,862","21,452","6,171","1,013","186","186,452","186,452","17,086","19,878","27,142","37,377","32,909","25,349","14,832","9,446","2,110","281","42","198,192","198,192","16,018","18,814","30,203","38,641","31,894","27,649","18,030","12,006","4,061","732","144"
"서울특별시 양천구 (1147000000)","495,911","495,911","40,863","73,988","66,687","74,319","95,891","78,375","38,076","19,844","6,815","963","90","246,637","246,637","21,158","39,406","33,802","36,505","46,598","39,285","19,226","8,436","1,983","219","19","249,274","249,274","19,705","34,582","32,885","37,814","49,293","39,090","18,850","11,408","4,832","744","71"
"서울특별시 강서구 (1150000000)","567,431","567,431","49,110","63,378","82,319","105,152","92,488","90,747","48,951","25,193","8,683","1,269","141","278,969","278,969","25,107","32,892","40,868","53,401","45,781","43,184","24,077","10,824","2,484","309","42","288,462","288,462","24,003","30,486","41,451","51,751","46,707","47,563","24,874","14,369","6,199","960","99"
"서울특별시 구로구 (1153000000)","427,520","427,520","40,001","42,830","58,973","83,524","68,000","66,478","40,486","20,761","5,545","807","115","214,982","214,982","20,530","22,471","29,586","43,203","35,420","32,147","20,071","9,624","1,717","186","27","212,538","212,538","19,471","20,359","29,387","40,321","32,580","34,331","20,415","11,137","3,828","621","88"
"서울특별시 금천구 (1154500000)","243,288","243,288","17,802","25,735","35,565","41,711","42,381","40,509","23,174","12,510","3,279","527","95","124,675","124,675","9,030","13,431","18,850","22,612","22,076","20,314","11,470","5,728","996","139","29","118,613","118,613","8,772","12,304","16,715","19,099","20,305","20,195","11,704","6,782","2,283","388","66"
"서울특별시 영등포구 (1156000000)","391,408","391,408","32,442","37,709","55,536","73,471","64,550","61,099","37,662","21,698","6,066","960","215","196,765","196,765","16,665","19,853","27,632","37,977","33,836","30,169","18,312","9,978","2,010","274","59","194,643","194,643","15,777","17,856","27,904","35,494","30,714","30,930","19,350","11,720","4,056","686","156"
"서울특별시 동작구 (1159000000)","405,491","405,491","32,942","39,915","64,439","77,164","62,900","60,017","38,251","22,234","6,392","1,072","165","199,454","199,454","16,956","20,754","32,019","39,427","31,662","28,160","17,826","10,239","2,092","277","42","206,037","206,037","15,986","19,161","32,420","37,737","31,238","31,857","20,425","11,995","4,300","795","123"
"서울특별시 관악구 (1162000000)","523,029","523,029","37,111","45,764","95,874","108,434","78,754","73,434","49,354","26,475","6,599","1,026","204","265,281","265,281","19,019","23,856","48,556","59,377","41,619","34,531","23,334","12,629","2,101","215","44","257,748","257,748","18,092","21,908","47,318","49,057","37,135","38,903","26,020","13,846","4,498","811","160"
"서울특별시 서초구 (1165000000)","435,044","435,044","38,856","53,715","61,545","78,006","77,142","62,834","37,584","17,908","6,166","1,149","139","210,440","210,440","20,013","27,842","29,351","36,809","37,567","29,785","18,098","8,710","1,926","303","36","224,604","224,604","18,843","25,873","32,194","41,197","39,575","33,049","19,486","9,198","4,240","846","103"
"서울특별시 강남구 (1168000000)","564,197","564,197","42,241","73,953","85,691","101,782","101,178","82,647","46,179","21,319","7,605","1,442","160","270,970","270,970","21,722","39,780","40,008","47,378","47,734","39,517","22,223","10,049","2,182","338","39","293,227","293,227","20,519","34,173","45,683","54,404","53,444","43,130","23,956","11,270","5,423","1,104","121"
"서울특별시 송파구 (1171000000)","673,115","673,115","58,613","82,563","99,589","120,455","116,056","105,211","54,689","25,687","8,696","1,412","144","329,747","329,747","30,312","42,641","48,777","58,599","56,969","50,287","27,635","11,629","2,539","316","43","343,368","343,368","28,301","39,922","50,812","61,856","59,087","54,924","27,054","14,058","6,157","1,096","101"
"서울특별시 강동구 (1174000000)","487,905","487,905","41,022","57,411","71,142","84,337","82,008","82,104","42,104","19,634","6,899","1,110","134","244,172","244,172","21,288","30,689","36,759","42,875","40,636","39,632","21,351","8,771","1,871","261","39","243,733","243,733","19,734","26,722","34,383","41,462","41,372","42,472","20,753","10,863","5,028","849","95"
