"행정구역","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상"
"서울특별시 도봉구 (1132000000)","325,257","325,257","18,775","25,627","43,412","40,993","48,535","57,020","49,740","27,706","11,603","1,671","175","158,620","158,620","9,720","13,209","22,110","20,973","24,038","27,161","23,727","12,721","4,454","459","48","166,637","166,637","9,055","12,418","21,302","20,020","24,497","29,859","26,013","14,985","7,149","1,212","127"
"서울특별시 노원구 (1135000000)","523,037","523,037","33,182","53,235","73,182","64,740","86,240","87,828","67,804","37,536","16,494","2,508","288","252,383","252,383","17,046","27,624","37,550","32,242","41,036","42,599","31,554","16,226","5,786","635","85","270,654","270,654","16,136","25,611","35,632","32,498","45,204","45,229","36,250","21,310","10,708","1,873","203"
"서울특별시 은평구 (1138000000)","479,835","479,835","29,704","38,676","67,058","68,502","76,628","77,274","64,438","39,121","15,897","2,112","425","230,279","230,279","15,210","19,756","32,284","33,907","37,846","37,204","29,729","17,264","6,400","597","82","249,556","249,556","14,494","18,920","34,774","34,595","38,782","40,070","34,709","21,857","9,497","1,515","343"
"서울특별시 서대문구 (1141000000)","312,173","312,173","20,175","23,622","50,356","45,109","47,487","49,367","38,558","24,304","11,246","1,651","298","149,360","149,360","10,267","11,870","24,073","22,383","23,456","23,979","18,100","10,358","4,329","464","81","162,813","162,813","9,908","11,752","26,283","22,726","24,031","25,388","20,458","13,946","6,917","1,187","217"
"서울특별시 마포구 (1144000000)","371,890","371,890","24,899","28,372","61,904","64,486","60,995","54,255","39,559","24,309","11,096","1,669","346","175,150","175,150","12,643","14,366","27,907","30,503","29,649","26,653","18,338","10,243","4,289","477","82","196,740","196,740","12,256","14,006","33,997","33,983","31,346","27,602","21,221","14,066","6,807","1,192","264"
"서울특별시 양천구 (1147000000)","454,251","454,251","31,552","50,872","59,774","57,820","78,993","76,495","57,551","28,593","10,721","1,693","187","222,824","222,824","16,235","26,532","30,426","28,469","37,832","38,021","27,584","13,474","3,777","425","49","231,427","231,427","15,317","24,340","29,348","29,351","41,161","38,474","29,967","15,119","6,944","1,268","138"
"서울특별시 강서구 (1150000000)","580,185","580,185","39,560","44,694","86,991","99,062","90,888","86,196","76,340","38,915","14,778","2,522","239","280,034","280,034","20,222","22,847","40,310","50,274","45,542","41,264","35,409","18,187","5,332","572","75","300,151","300,151","19,338","21,847","46,681","48,788","45,346","44,932","40,931","20,728","9,446","1,950","164"
"서울특별시 구로구 (1153000000)","404,408","404,408","28,199","30,189","55,415","63,147","63,203","63,330","55,983","31,804","11,443","1,516","179","199,673","199,673","14,406","15,594","27,221","32,215","32,410","31,327","26,394","15,102","4,585","379","40","204,735","204,735","13,793","14,595","28,194","30,932","30,793","32,003","29,589","16,702","6,858","1,137","139"
"서울특별시 금천구 (1154500000)","231,733","231,733","12,548","14,669","37,127","35,481","32,903","40,292","33,119","18,059","6,479","879","177","117,226","117,226","6,422","7,379","18,715","19,664","17,269","20,213","16,268","8,435","2,573","230","58","114,507","114,507","6,126","7,290","18,412","15,817","15,634","20,079","16,851","9,624","3,906","649","119"
"서울특별시 영등포구 (1156000000)","379,480","379,480","25,836","24,278","59,076","69,245","56,438","56,931","47,072","27,380","11,339","1,598","287","187,647","187,647","13,165","12,658","27,760","35,573","29,030","28,914","22,876","12,566","4,582","448","75","191,833","191,833","12,671","11,620","31,316","33,672","27,408","28,017","24,196","14,814","6,757","1,150","212"
"서울특별시 동작구 (1159000000)","391,220","391,220","24,564","27,821","66,545","62,096","58,912","58,343","49,162","29,755","11,895","1,814","313","189,152","189,152","12,528","14,308","32,124","31,422","29,511","27,980","22,624","13,332","4,756","476","91","202,068","202,068","12,036","13,513","34,421","30,674","29,401","30,363","26,538","16,423","7,139","1,338","222"
"서울특별시 관악구 (1162000000)","495,060","495,060","22,372","28,600","109,135","86,781","68,484","68,052","59,243","37,176","13,141","1,753","323","248,339","248,339","11,499","14,641","53,168","47,937","36,558","34,068","27,543","16,983","5,459","415","68","246,721","246,721","10,873","13,959","55,967","38,844","31,926","33,984","31,700","20,193","7,682","1,338","255"
"서울특별시 서초구 (1165000000)","425,126","425,126","33,851","45,329","55,091","63,224","77,355","63,197","47,797","27,434","9,787","1,829","232","203,359","203,359","17,490","23,120","26,439","29,140","36,364","31,100","22,041","12,850","4,241","512","62","221,767","221,767","16,361","22,209","28,652","34,084","40,991","32,097","25,756","14,584","5,546","1,317","170"
"서울특별시 강남구 (1168000000)","539,231","539,231","36,766","59,134","73,940","81,838","99,266","80,350","59,423","34,167","11,813","2,238","296","257,999","257,999","19,051","30,859","35,369","37,501","46,145","40,189","27,192","16,123","4,994","519","57","281,232","281,232","17,715","28,275","38,571","44,337","53,121","40,161","32,231","18,044","6,819","1,719","239"
"서울특별시 송파구 (1171000000)","667,960","667,960","50,744","59,068","94,119","110,590","109,299","102,566","84,184","40,440","14,132","2,519","299","322,299","322,299","26,202","30,245","44,784","53,058","52,639","49,788","39,689","19,724","5,501","591","78","345,661","345,661","24,542","28,823","49,335","57,532","56,660","52,778","44,495","20,716","8,631","1,928","221"
"서울특별시 강동구 (1174000000)","459,970","459,970","34,750","38,961","61,457","72,086","74,044","72,227","63,244","30,632","10,450","1,864","255","226,216","226,216","17,977","20,486","30,322","35,940","37,147","35,183","29,989","14,798","3,919","391","64","233,754","233,754","16,773","18,475","31,135","36,146","36,897","37,044","33,255","15,834","6,531","1,473","191"
