"행정구역","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~9세","2018년_남_10~19세","2018년_남_20~29세","2018년_남_30~39세","2018년_남_40~49세","2018년_남_50~59세","2018년_남_60~69세","2018년_남_70~79세","2018년_남_80~89세","2018년_남_90~99세","2018년_남_100세 이상","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~9세","2018년_여_10~19세","2018년_여_20~29세","2018년_여_30~39세","2018년_여_40~49세","2018년_여_50~59세","2018년_여_60~69세","2018년_여_70~79세","2018년_여_80~89세","2018년_여_90~99세","2018년_여_100세 이상"
"서울특별시 도봉구 (1132000000)","339,413","339,413","22,184","29,699","46,095","45,532","53,130","59,615","45,165","26,440","9,953","1,454","146","166,160","166,160","11,446","15,307","23,633","23,258","26,140","28,414","21,789","12,089","3,662","391","31","173,253","173,253","10,738","14,392","22,462","22,274","26,990","31,201","23,376","14,351","6,291","1,063","115"
"서울특별시 노원구 (1135000000)","543,752","543,752","38,147","60,444","76,371","71,376","93,598","89,522","62,273","35,303","14,403","2,074","241","263,919","263,919","19,618","31,468","39,541","35,385","44,730","43,381","29,268","15,147","4,830","479","72","279,833","279,833","18,529","28,976","36,830","35,991","48,868","46,141","33,005","20,156","9,573","1,595","169"
"서울특별시 은평구 (1138000000)","483,197","483,197","33,399","42,905","65,317","71,862","80,095","77,972","58,799","37,276","13,368","1,820","384","233,702","233,702","17,123","22,000","32,150","35,864","39,653","37,399","27,187","16,583","5,209","474","60","249,495","249,495","16,276","20,905","33,167","35,998","40,442","40,573","31,612","20,693","8,159","1,346","324"
"서울특별시 서대문구 (1141000000)","310,313","310,313","21,180","25,513","48,427","45,526","49,319","49,357","35,620","24,100","9,648","1,376","247","149,569","149,569","10,806","12,937","23,765","22,554","24,454","23,947","16,627","10,371","3,683","364","61","160,744","160,744","10,374","12,576","24,662","22,972","24,865","25,410","18,993","13,729","5,965","1,012","186"
"서울특별시 마포구 (1144000000)","375,077","375,077","27,746","30,948","59,561","66,963","63,669","53,898","36,862","24,096","9,675","1,364","295","178,240","178,240","14,103","15,635","27,611","31,949","31,283","26,378","16,826","10,319","3,683","385","68","196,837","196,837","13,643","15,313","31,950","35,014","32,386","27,520","20,036","13,777","5,992","979","227"
"서울특별시 양천구 (1147000000)","464,185","464,185","34,792","55,101","61,953","62,817","82,682","77,941","51,800","25,850","9,609","1,477","163","228,634","228,634","17,802","28,864","31,896","30,857","39,629","38,824","25,107","12,044","3,221","351","39","235,551","235,551","16,990","26,237","30,057","31,960","43,053","39,117","26,693","13,806","6,388","1,126","124"
"서울특별시 강서구 (1150000000)","596,949","596,949","46,680","49,481","87,277","106,818","94,297","91,098","70,312","35,756","12,928","2,093","209","290,079","290,079","23,855","25,257","41,644","54,296","47,332","43,239","32,817","16,691","4,398","490","60","306,870","306,870","22,825","24,224","45,633","52,522","46,965","47,859","37,495","19,065","8,530","1,603","149"
"서울특별시 구로구 (1153000000)","404,497","404,497","31,394","32,623","55,130","65,587","64,816","64,139","51,157","28,761","9,515","1,220","155","200,417","200,417","15,941","16,813","27,412","33,287","33,377","31,493","24,322","13,762","3,702","274","34","204,080","204,080","15,453","15,810","27,718","32,300","31,439","32,646","26,835","14,999","5,813","946","121"
"서울특별시 금천구 (1154500000)","233,917","233,917","14,657","16,916","35,587","36,215","35,429","42,099","29,976","16,797","5,341","749","151","118,915","118,915","7,485","8,607","18,532","19,875","18,425","21,205","14,694","7,846","2,022","173","51","115,002","115,002","7,172","8,309","17,055","16,340","17,004","20,894","15,282","8,951","3,319","576","100"
"서울특별시 영등포구 (1156000000)","367,778","367,778","26,289","26,126","55,544","66,210","56,635","56,851","43,146","25,715","9,659","1,354","249","183,224","183,224","13,391","13,812","26,769","34,144","29,205","28,790","20,898","11,962","3,814","380","59","184,554","184,554","12,898","12,314","28,775","32,066","27,430","28,061","22,248","13,753","5,845","974","190"
"서울특별시 동작구 (1159000000)","396,203","396,203","27,883","30,460","65,335","65,942","61,304","59,291","45,875","28,203","10,119","1,524","267","192,533","192,533","14,180","15,706","32,219","33,222","30,696","28,264","21,125","12,781","3,870","395","75","203,670","203,670","13,703","14,754","33,116","32,720","30,608","31,027","24,750","15,422","6,249","1,129","192"
"서울특별시 관악구 (1162000000)","501,957","501,957","27,165","32,559","104,460","91,028","72,628","70,327","56,158","35,098","10,782","1,460","292","252,160","252,160","14,009","16,751","51,651","49,619","38,709","34,454","26,020","16,254","4,287","347","59","249,797","249,797","13,156","15,808","52,809","41,409","33,919","35,873","30,138","18,844","6,495","1,113","233"
"서울특별시 서초구 (1165000000)","433,951","433,951","37,467","46,932","57,288","69,032","79,877","62,233","45,391","25,316","8,581","1,647","187","207,868","207,868","19,275","23,898","27,772","31,661","37,990","30,214","20,954","12,154","3,489","412","49","226,083","226,083","18,192","23,034","29,516","37,371","41,887","32,019","24,437","13,162","5,092","1,235","138"
"서울특별시 강남구 (1168000000)","542,364","542,364","39,242","60,965","76,468","87,691","99,471","79,078","56,103","30,741","10,369","1,992","244","259,611","259,611","20,233","31,994","36,781","39,887","46,641","39,100","25,692","14,769","4,001","464","49","282,753","282,753","19,009","28,971","39,687","47,804","52,830","39,978","30,411","15,972","6,368","1,528","195"
"서울특별시 송파구 (1171000000)","666,635","666,635","53,769","63,324","94,854","114,426","109,965","103,577","76,032","35,838","12,416","2,186","248","323,526","323,526","27,739","32,587","46,103","54,895","53,308","49,841","36,499","17,444","4,547","504","59","343,109","343,109","26,030","30,737","48,751","59,531","56,657","53,736","39,533","18,394","7,869","1,682","189"
"서울특별시 강동구 (1174000000)","427,573","427,573","31,791","39,228","58,212","67,233","68,931","71,017","54,182","26,277","8,930","1,562","210","211,816","211,816","16,486","20,723","29,547","33,772","34,528","34,559","26,016","12,714","3,104","315","52","215,757","215,757","15,305","18,505","28,665","33,461","34,403","36,458","28,166","13,563","5,826","1,247","158"
