"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~9세","2016년_남_10~19세","2016년_남_20~29세","2016년_남_30~39세","2016년_남_40~49세","2016년_남_50~59세","2016년_남_60~69세","2016년_남_70~79세","2016년_남_80~89세","2016년_남_90~99세","2016년_남_100세 이상","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~9세","2016년_여_10~19세","2016년_여_20~29세","2016년_여_30~39세","2016년_여_40~49세","2016년_여_50~59세","2016년_여_60~69세","2016년_여_70~79세","2016년_여_80~89세","2016년_여_90~99세","2016년_여_100세 이상"
"서울특별시 노원구 (1135000000)","567,581","567,581","44,051","67,824","77,584","79,345","102,368","91,272","57,630","32,737","12,707","1,836","227","276,333","276,333","22,573","35,340","40,181","39,257","48,951","44,439","27,115","13,855","4,118","432","72","291,248","291,248","21,478","32,484","37,403","40,088","53,417","46,833","30,515","18,882","8,589","1,404","155"
"서울특별시 은평구 (1138000000)","491,476","491,476","37,685","46,957","64,921","76,274","84,489","78,187","55,532","34,225","11,321","1,524","361","239,183","239,183","19,399","24,104","32,260","38,113","41,990","37,578","25,656","15,359","4,259","413","52","252,293","252,293","18,286","22,853","32,661","38,161","42,499","40,609","29,876","18,866","7,062","1,111","309"
"서울특별시 서대문구 (1141000000)","314,194","314,194","22,467","28,070","47,814","47,523","52,404","49,351","33,807","23,027","8,336","1,180","215","152,510","152,510","11,526","14,220","23,782","23,801","26,024","24,163","15,531","10,031","3,052","328","52","161,684","161,684","10,941","13,850","24,032","23,722","26,380","25,188","18,276","12,996","5,284","852","163"
"서울특별시 마포구 (1144000000)","379,892","379,892","30,663","32,846","57,870","70,027","66,103","53,937","35,435","23,077","8,438","1,217","279","182,162","182,162","15,627","16,650","27,193","33,845","32,863","26,353","16,087","10,052","3,095","332","65","197,730","197,730","15,036","16,196","30,677","36,182","33,240","27,584","19,348","13,025","5,343","885","214"
"서울특별시 양천구 (1147000000)","477,739","477,739","38,397","59,881","64,116","67,387","88,277","79,071","47,772","22,977","8,457","1,251","153","236,290","236,290","19,730","31,558","32,890","33,277","42,256","39,575","23,535","10,445","2,698","292","34","241,449","241,449","18,667","28,323","31,226","34,110","46,021","39,496","24,237","12,532","5,759","959","119"
"서울특별시 강서구 (1150000000)","595,485","595,485","50,711","53,550","85,425","107,459","96,023","93,154","64,553","31,106","11,529","1,774","201","290,478","290,478","25,863","27,419","41,496","54,633","47,877","44,153","30,532","14,310","3,695","445","55","305,007","305,007","24,848","26,131","43,929","52,826","48,146","49,001","34,021","16,796","7,834","1,329","146"
"서울특별시 구로구 (1153000000)","417,551","417,551","36,429","35,381","56,440","72,401","68,269","65,600","48,424","25,504","7,935","1,018","150","207,667","207,667","18,413","18,386","27,952","36,964","35,200","32,177","23,322","12,159","2,842","217","35","209,884","209,884","18,016","16,995","28,488","35,437","33,069","33,423","25,102","13,345","5,093","801","115"
"서울특별시 금천구 (1154500000)","235,386","235,386","15,943","19,417","34,506","36,817","38,379","42,149","27,871","14,988","4,571","598","147","119,885","119,885","8,154","9,917","18,078","20,099","19,771","21,400","13,622","7,029","1,611","150","54","115,501","115,501","7,789","9,500","16,428","16,718","18,608","20,749","14,249","7,959","2,960","448","93"
"서울특별시 영등포구 (1156000000)","370,613","370,613","28,442","29,116","53,949","66,187","59,720","58,350","41,411","23,668","8,336","1,206","228","185,200","185,200","14,525","15,314","26,232","34,036","30,904","29,531","20,115","10,953","3,183","344","63","185,413","185,413","13,917","13,802","27,717","32,151","28,816","28,819","21,296","12,715","5,153","862","165"
"서울특별시 동작구 (1159000000)","400,997","400,997","30,774","33,047","63,826","69,763","63,798","60,016","43,587","25,789","8,837","1,309","251","196,267","196,267","15,951","17,039","31,959","35,143","32,029","28,492","20,119","11,871","3,247","345","72","204,730","204,730","14,823","16,008","31,867","34,620","31,769","31,524","23,468","13,918","5,590","964","179"
"서울특별시 관악구 (1162000000)","506,851","506,851","31,654","36,374","97,145","95,116","77,193","71,901","55,034","31,911","8,984","1,270","269","256,143","256,143","16,225","18,723","49,185","51,777","41,015","35,016","25,477","15,058","3,324","286","57","250,708","250,708","15,429","17,651","47,960","43,339","36,178","36,885","29,557","16,853","5,660","984","212"
"서울특별시 서초구 (1165000000)","447,192","447,192","41,440","49,171","59,272","74,799","82,579","63,377","44,217","22,900","7,772","1,472","193","214,673","214,673","21,240","25,206","28,520","34,419","39,535","30,708","20,525","11,189","2,888","389","54","232,519","232,519","20,200","23,965","30,752","40,380","43,044","32,669","23,692","11,711","4,884","1,083","139"
"서울특별시 강남구 (1168000000)","567,115","567,115","43,474","65,096","81,462","96,435","103,591","82,609","55,525","27,469","9,385","1,832","237","271,604","271,604","22,367","34,210","39,189","44,287","48,370","40,463","25,606","13,366","3,263","434","49","295,511","295,511","21,107","30,886","42,273","52,148","55,221","42,146","29,919","14,103","6,122","1,398","188"
"서울특별시 송파구 (1171000000)","657,831","657,831","55,694","67,123","92,874","113,369","112,606","103,708","68,603","30,814","10,972","1,846","222","320,557","320,557","28,664","34,541","45,795","54,399","54,719","49,970","33,458","14,824","3,695","433","59","337,274","337,274","27,030","32,582","47,079","58,970","57,887","53,738","35,145","15,990","7,277","1,413","163"
"서울특별시 강동구 (1174000000)","444,168","444,168","34,769","43,398","61,884","71,347","73,088","75,740","51,108","23,032","8,213","1,385","204","221,118","221,118","18,026","22,933","31,972","36,075","36,462","36,801","24,873","11,074","2,541","302","59","223,050","223,050","16,743","20,465","29,912","35,272","36,626","38,939","26,235","11,958","5,672","1,083","145"
